timestamp,load,wind,pv
2024-01-05 10:00:00,42.47,28.81,34.54
2024-01-05 11:00:00,43.55,15.93,37.41
2024-01-05 12:00:00,50.99,29.96,40.37
2024-01-05 13:00:00,57.2,30.7,38.45
2024-01-05 14:00:00,59.59,20.31,33.98
2024-01-05 15:00:00,63.42,22.68,26.12
2024-01-05 16:00:00,70.75,17.33,19.64
2024-01-05 17:00:00,75.26,20.12,12.07
2024-01-05 18:00:00,75.8,18.65,-0.59
2024-01-05 19:00:00,75.52,17.49,0.0
2024-01-05 20:00:00,80.18,26.51,0.0
2024-01-05 21:00:00,82.15,21.68,0.0
2024-01-05 22:00:00,75.18,19.16,0.0
2024-01-05 23:00:00,70.72,16.73,0.0
2024-01-06 00:00:00,71.26,10.78,0.0
2024-01-06 01:00:00,71.17,16.96,0.0
2024-01-06 02:00:00,54.29,16.49,0.0
2024-01-06 03:00:00,53.6,13.42,0.0
2024-01-06 04:00:00,51.4,15.13,0.0
2024-01-06 05:00:00,39.74,7.25,0.0
2024-01-06 06:00:00,45.0,22.52,1.3
2024-01-06 07:00:00,46.09,16.89,8.3
2024-01-06 08:00:00,34.25,14.45,21.61
2024-01-06 09:00:00,37.26,16.63,30.29
2024-01-06 10:00:00,37.01,10.07,34.93
2024-01-06 11:00:00,46.19,20.99,38.17
2024-01-06 12:00:00,45.73,23.68,40.32
2024-01-06 13:00:00,52.34,16.18,38.85
2024-01-06 14:00:00,57.93,16.29,35.29
2024-01-06 15:00:00,62.35,20.47,30.05
2024-01-06 16:00:00,69.5,13.36,19.36
2024-01-06 17:00:00,77.83,20.41,10.21
2024-01-06 18:00:00,76.77,18.42,0.62
2024-01-06 19:00:00,81.61,19.01,0.0
2024-01-06 20:00:00,82.49,24.26,0.0
2024-01-06 21:00:00,78.97,17.6,0.0
2024-01-06 22:00:00,74.5,19.21,0.0
2024-01-06 23:00:00,71.19,28.28,0.0
2024-01-07 00:00:00,69.86,32.85,0.0
2024-01-07 01:00:00,72.01,26.17,0.0
2024-01-07 02:00:00,55.36,25.18,0.0
2024-01-07 03:00:00,54.6,20.66,0.0
2024-01-07 04:00:00,49.25,30.54,0.0
2024-01-07 05:00:00,44.48,26.23,0.0
2024-01-07 06:00:00,40.4,30.2,1.79
2024-01-07 07:00:00,38.19,36.65,9.98
2024-01-07 08:00:00,37.95,36.35,20.48
2024-01-07 09:00:00,42.93,30.73,29.68
2024-01-07 10:00:00,46.08,32.21,33.85
2024-01-07 11:00:00,49.45,34.84,39.46
2024-01-07 12:00:00,46.43,32.24,40.56
2024-01-07 13:00:00,52.05,37.11,37.99
2024-01-07 14:00:00,53.64,37.15,35.0
2024-01-07 15:00:00,63.42,39.65,29.32
2024-01-07 16:00:00,68.18,40.29,19.33
2024-01-07 17:00:00,69.59,33.8,10.02
2024-01-07 18:00:00,77.53,37.18,0.21
2024-01-07 19:00:00,82.72,38.09,0.0
2024-01-07 20:00:00,79.06,30.76,0.0
2024-01-07 21:00:00,81.48,39.23,0.0
2024-01-07 22:00:00,81.67,32.54,0.0
2024-01-07 23:00:00,74.22,35.58,0.0
2024-01-08 00:00:00,69.74,35.44,0.0
2024-01-08 01:00:00,60.03,38.95,0.0
2024-01-08 02:00:00,61.96,39.84,0.0
2024-01-08 03:00:00,61.57,31.89,0.0
2024-01-08 04:00:00,49.89,32.76,0.0
2024-01-08 05:00:00,51.68,23.23,0.0
2024-01-08 06:00:00,44.14,18.09,-1.47
2024-01-08 07:00:00,34.62,35.42,8.97
2024-01-08 08:00:00,37.39,23.29,19.77
2024-01-08 09:00:00,42.51,34.69,27.18
2024-01-08 10:00:00,39.7,27.7,33.88
2024-01-08 11:00:00,45.93,26.65,40.06
2024-01-08 12:00:00,46.38,22.14,39.44
2024-01-08 13:00:00,57.0,23.36,39.02
2024-01-08 14:00:00,62.61,22.24,34.11
2024-01-08 15:00:00,65.72,21.4,29.81
2024-01-08 16:00:00,68.95,24.33,18.95
2024-01-08 17:00:00,72.38,10.42,10.7
2024-01-08 18:00:00,80.45,15.11,-1.33
2024-01-08 19:00:00,82.49,11.44,0.0
2024-01-08 20:00:00,79.76,17.66,0.0
2024-01-08 21:00:00,76.32,23.23,0.0
2024-01-08 22:00:00,81.82,5.95,0.0
2024-01-08 23:00:00,69.8,19.21,0.0
2024-01-09 00:00:00,66.09,12.66,0.0
2024-01-09 01:00:00,65.57,17.58,0.0
2024-01-09 02:00:00,59.33,14.2,0.0
2024-01-09 03:00:00,52.49,19.87,0.0
2024-01-09 04:00:00,48.51,14.88,0.0
2024-01-09 05:00:00,44.32,13.58,0.0
2024-01-09 06:00:00,42.18,7.93,-0.16
2024-01-09 07:00:00,43.07,14.26,11.77
2024-01-09 08:00:00,42.2,17.82,20.84
2024-01-09 09:00:00,41.59,17.73,28.5
2024-01-09 10:00:00,42.89,13.84,33.67
2024-01-09 11:00:00,40.19,16.19,38.63
2024-01-09 12:00:00,53.71,19.25,40.15
2024-01-09 13:00:00,54.82,8.11,37.61
2024-01-09 14:00:00,57.09,18.98,33.27
2024-01-09 15:00:00,64.55,16.88,28.85
2024-01-09 16:00:00,73.13,14.06,21.06
2024-01-09 17:00:00,73.32,10.01,9.82
2024-01-09 18:00:00,79.35,18.97,1.19
2024-01-09 19:00:00,77.84,25.38,0.0
2024-01-09 20:00:00,72.97,21.78,0.0
2024-01-09 21:00:00,79.75,19.04,0.0
2024-01-09 22:00:00,81.5,27.77,0.0
2024-01-09 23:00:00,73.36,23.52,0.0
2024-01-10 00:00:00,68.84,22.44,0.0
2024-01-10 01:00:00,61.25,32.95,0.0
2024-01-10 02:00:00,63.08,31.07,0.0
2024-01-10 03:00:00,51.54,38.51,0.0
2024-01-10 04:00:00,55.94,30.04,0.0
2024-01-10 05:00:00,43.15,25.74,0.0
2024-01-10 06:00:00,43.94,30.83,-0.91
2024-01-10 07:00:00,43.95,41.91,8.85
2024-01-10 08:00:00,44.7,25.65,18.76
2024-01-10 09:00:00,39.83,32.17,27.25
2024-01-10 10:00:00,34.94,43.21,34.41
2024-01-10 11:00:00,42.51,27.38,38.36
2024-01-10 12:00:00,51.91,45.1,39.77
2024-01-10 13:00:00,55.44,38.63,38.26
2024-01-10 14:00:00,58.48,37.79,33.3
2024-01-10 15:00:00,64.65,38.47,28.45
2024-01-10 16:00:00,68.47,45.51,20.42
2024-01-10 17:00:00,70.82,35.74,12.09
2024-01-10 18:00:00,75.02,37.78,2.43
2024-01-10 19:00:00,83.43,41.04,0.0
2024-01-10 20:00:00,74.96,37.42,0.0
2024-01-10 21:00:00,77.74,29.88,0.0
2024-01-10 22:00:00,72.01,36.79,0.0
2024-01-10 23:00:00,75.91,37.83,0.0
2024-01-11 00:00:00,69.08,31.4,0.0
2024-01-11 01:00:00,62.22,32.05,0.0
2024-01-11 02:00:00,56.9,33.18,0.0
2024-01-11 03:00:00,54.75,29.01,0.0
2024-01-11 04:00:00,49.3,28.91,0.0
2024-01-11 05:00:00,45.84,34.42,0.0
2024-01-11 06:00:00,43.21,22.74,0.47
2024-01-11 07:00:00,39.55,33.28,10.63
2024-01-11 08:00:00,35.21,35.14,20.16
2024-01-11 09:00:00,40.15,30.36,28.19
2024-01-11 10:00:00,43.42,27.45,35.32
2024-01-11 11:00:00,46.32,25.19,37.85
2024-01-11 12:00:00,53.76,24.16,39.8
2024-01-11 13:00:00,53.35,19.68,39.42
2024-01-11 14:00:00,62.73,17.63,33.7
2024-01-11 15:00:00,65.79,23.38,28.41
2024-01-11 16:00:00,73.19,23.11,19.59
2024-01-11 17:00:00,71.41,23.09,11.61
2024-01-11 18:00:00,78.93,15.07,0.19
2024-01-11 19:00:00,78.34,20.63,0.0
2024-01-11 20:00:00,79.94,17.91,0.0
2024-01-11 21:00:00,75.24,17.42,0.0
2024-01-11 22:00:00,75.24,10.39,0.0
2024-01-11 23:00:00,73.68,5.89,0.0
2024-01-12 00:00:00,72.1,18.87,0.0
2024-01-12 01:00:00,65.02,9.16,0.0
2024-01-12 02:00:00,57.16,12.97,0.0
2024-01-12 03:00:00,47.55,14.31,0.0
2024-01-12 04:00:00,51.99,11.62,0.0
2024-01-12 05:00:00,44.37,13.96,0.0
2024-01-12 06:00:00,43.73,13.09,1.09
2024-01-12 07:00:00,38.61,13.96,9.89
2024-01-12 08:00:00,44.67,7.92,19.68
2024-01-12 09:00:00,38.07,15.06,26.19
2024-01-12 10:00:00,38.6,3.84,33.41
2024-01-12 11:00:00,42.5,7.57,39.21
2024-01-12 12:00:00,44.75,12.9,40.18
2024-01-12 13:00:00,56.12,15.13,39.38
2024-01-12 14:00:00,56.11,18.31,34.52
2024-01-12 15:00:00,63.43,22.03,26.85
2024-01-12 16:00:00,68.75,17.37,19.59
2024-01-12 17:00:00,77.23,16.45,10.62
2024-01-12 18:00:00,79.37,25.94,2.15
2024-01-12 19:00:00,81.34,14.32,0.0
2024-01-12 20:00:00,91.26,14.9,0.0
2024-01-12 21:00:00,78.2,18.39,0.0
2024-01-12 22:00:00,82.2,25.02,0.0
2024-01-12 23:00:00,69.86,25.29,0.0
2024-01-13 00:00:00,71.64,23.41,0.0
2024-01-13 01:00:00,61.52,22.42,0.0
2024-01-13 02:00:00,58.69,27.2,0.0
2024-01-13 03:00:00,53.26,31.78,0.0
2024-01-13 04:00:00,47.15,20.45,0.0
2024-01-13 05:00:00,43.64,36.82,0.0
2024-01-13 06:00:00,40.96,33.46,2.34
2024-01-13 07:00:00,37.19,33.1,9.52
2024-01-13 08:00:00,36.47,27.76,22.37
2024-01-13 09:00:00,42.72,32.94,29.74
2024-01-13 10:00:00,39.69,36.0,34.37
2024-01-13 11:00:00,48.49,27.83,38.69
2024-01-13 12:00:00,50.13,24.48,39.33
2024-01-13 13:00:00,52.73,38.81,37.2
2024-01-13 14:00:00,65.83,33.41,36.5
2024-01-13 15:00:00,63.77,41.9,28.97
2024-01-13 16:00:00,68.74,47.85,19.86
2024-01-13 17:00:00,73.82,37.55,9.87
2024-01-13 18:00:00,79.06,35.76,-1.02
2024-01-13 19:00:00,75.82,35.56,0.0
2024-01-13 20:00:00,85.63,40.53,0.0
2024-01-13 21:00:00,79.04,31.93,0.0
2024-01-13 22:00:00,76.39,41.53,0.0
2024-01-13 23:00:00,72.46,43.13,0.0
2024-01-14 00:00:00,65.88,33.94,0.0
2024-01-14 01:00:00,70.4,24.79,0.0
2024-01-14 02:00:00,63.57,24.94,0.0
2024-01-14 03:00:00,54.55,32.62,0.0
2024-01-14 04:00:00,52.47,16.94,0.0
2024-01-14 05:00:00,40.1,29.05,0.0
2024-01-14 06:00:00,42.79,29.9,-0.89
2024-01-14 07:00:00,37.12,25.84,9.95
2024-01-14 08:00:00,40.73,36.27,20.58
2024-01-14 09:00:00,38.71,28.34,27.97
2024-01-14 10:00:00,41.79,19.27,34.59
2024-01-14 11:00:00,46.97,21.26,37.72
2024-01-14 12:00:00,45.24,24.3,41.16
2024-01-14 13:00:00,58.27,15.44,38.91
2024-01-14 14:00:00,56.75,19.09,35.4
2024-01-14 15:00:00,61.91,21.01,28.1
2024-01-14 16:00:00,66.96,18.5,19.67
2024-01-14 17:00:00,66.37,15.87,10.86
2024-01-14 18:00:00,81.23,11.1,-1.15
2024-01-14 19:00:00,82.88,10.19,0.0
2024-01-14 20:00:00,78.09,20.27,0.0
2024-01-14 21:00:00,78.33,8.24,0.0
2024-01-14 22:00:00,77.88,14.84,0.0
2024-01-14 23:00:00,77.99,18.11,0.0
2024-01-15 00:00:00,79.11,6.38,0.0
2024-01-15 01:00:00,65.11,8.79,0.0
2024-01-15 02:00:00,63.46,17.83,0.0
2024-01-15 03:00:00,57.09,9.52,0.0
2024-01-15 04:00:00,47.76,3.03,0.0
2024-01-15 05:00:00,50.99,15.59,0.0
2024-01-15 06:00:00,41.9,16.75,0.93
2024-01-15 07:00:00,43.61,9.48,8.73
2024-01-15 08:00:00,40.59,17.97,20.36
2024-01-15 09:00:00,37.66,24.44,28.41
2024-01-15 10:00:00,44.76,13.63,35.51
2024-01-15 11:00:00,48.16,14.66,40.44
2024-01-15 12:00:00,53.67,17.56,39.12
2024-01-15 13:00:00,57.54,20.66,37.89
2024-01-15 14:00:00,57.97,15.8,33.84
2024-01-15 15:00:00,70.97,21.19,28.59
2024-01-15 16:00:00,67.8,11.4,20.08
2024-01-15 17:00:00,72.43,17.93,11.19
2024-01-15 18:00:00,81.67,18.01,-0.2
2024-01-15 19:00:00,83.15,16.69,0.0
2024-01-15 20:00:00,75.44,27.4,0.0
2024-01-15 21:00:00,80.56,11.07,0.0
2024-01-15 22:00:00,77.45,20.9,0.0
2024-01-15 23:00:00,79.38,20.31,0.0
2024-01-16 00:00:00,68.26,20.45,0.0
2024-01-16 01:00:00,62.01,22.54,0.0
2024-01-16 02:00:00,55.69,21.93,0.0
2024-01-16 03:00:00,50.0,20.62,0.0
2024-01-16 04:00:00,45.32,26.5,0.0
2024-01-16 05:00:00,43.81,23.94,0.0
2024-01-16 06:00:00,44.11,28.84,-0.05
2024-01-16 07:00:00,39.29,33.08,11.95
2024-01-16 08:00:00,41.43,29.44,17.41
2024-01-16 09:00:00,34.17,35.35,27.86
2024-01-16 10:00:00,40.66,29.08,35.16
2024-01-16 11:00:00,47.59,33.52,37.08
2024-01-16 12:00:00,51.26,34.76,40.54
2024-01-16 13:00:00,60.64,33.62,38.22
2024-01-16 14:00:00,51.72,34.43,36.41
2024-01-16 15:00:00,61.65,42.77,29.61
2024-01-16 16:00:00,70.32,38.91,18.57
2024-01-16 17:00:00,72.28,42.17,9.18
2024-01-16 18:00:00,70.92,39.3,0.57
2024-01-16 19:00:00,85.47,38.58,0.0
2024-01-16 20:00:00,73.82,32.64,0.0
2024-01-16 21:00:00,79.51,38.37,0.0
2024-01-16 22:00:00,80.26,26.48,0.0
2024-01-16 23:00:00,73.15,40.72,0.0
2024-01-17 00:00:00,74.63,44.7,0.0
2024-01-17 01:00:00,64.01,40.32,0.0
2024-01-17 02:00:00,65.14,40.18,0.0
2024-01-17 03:00:00,56.99,37.62,0.0
2024-01-17 04:00:00,47.63,25.48,0.0
2024-01-17 05:00:00,48.81,30.15,0.0
2024-01-17 06:00:00,42.6,29.04,-0.58
2024-01-17 07:00:00,41.38,30.41,9.33
2024-01-17 08:00:00,40.74,25.39,19.92
2024-01-17 09:00:00,43.04,25.1,30.16
2024-01-17 10:00:00,46.38,13.82,35.53
2024-01-17 11:00:00,43.57,29.95,38.0
2024-01-17 12:00:00,50.57,28.18,40.47
2024-01-17 13:00:00,52.13,17.84,37.89
2024-01-17 14:00:00,59.49,23.77,34.52
2024-01-17 15:00:00,62.99,26.48,29.19
2024-01-17 16:00:00,74.64,21.82,20.71
2024-01-17 17:00:00,76.16,16.67,10.96
2024-01-17 18:00:00,81.19,28.88,1.72
2024-01-17 19:00:00,79.42,19.74,0.0
2024-01-17 20:00:00,81.25,17.27,0.0
2024-01-17 21:00:00,81.18,15.91,0.0
2024-01-17 22:00:00,76.74,24.6,0.0
2024-01-17 23:00:00,74.64,15.51,0.0
2024-01-18 00:00:00,72.65,15.36,0.0
2024-01-18 01:00:00,66.05,13.81,0.0
2024-01-18 02:00:00,56.34,13.57,0.0
2024-01-18 03:00:00,51.41,14.46,0.0
2024-01-18 04:00:00,46.46,17.77,0.0
2024-01-18 05:00:00,48.11,14.45,0.0
2024-01-18 06:00:00,42.38,3.18,0.42
2024-01-18 07:00:00,37.39,14.77,10.2
2024-01-18 08:00:00,39.76,13.85,19.0
2024-01-18 09:00:00,39.32,15.06,27.22
2024-01-18 10:00:00,42.05,17.05,35.84
2024-01-18 11:00:00,48.06,9.9,38.96
2024-01-18 12:00:00,47.19,29.0,38.53
2024-01-18 13:00:00,51.59,13.37,38.43
2024-01-18 14:00:00,59.16,6.47,34.06
2024-01-18 15:00:00,62.18,15.88,26.89
2024-01-18 16:00:00,67.95,18.37,19.31
2024-01-18 17:00:00,72.39,16.19,11.28
2024-01-18 18:00:00,78.0,22.28,-1.33
2024-01-18 19:00:00,78.1,21.97,0.0
2024-01-18 20:00:00,80.99,20.03,0.0
2024-01-18 21:00:00,79.97,19.97,0.0
2024-01-18 22:00:00,81.36,27.59,0.0
2024-01-18 23:00:00,75.59,18.05,0.0
2024-01-19 00:00:00,66.7,21.68,0.0
2024-01-19 01:00:00,64.44,28.29,0.0
2024-01-19 02:00:00,57.31,32.97,0.0
2024-01-19 03:00:00,54.83,18.04,0.0
2024-01-19 04:00:00,48.57,16.18,0.0
2024-01-19 05:00:00,43.6,27.33,0.0
2024-01-19 06:00:00,40.85,29.03,-0.33
2024-01-19 07:00:00,38.9,37.96,11.86
2024-01-19 08:00:00,36.57,24.61,21.25
2024-01-19 09:00:00,38.24,22.29,29.81
2024-01-19 10:00:00,44.4,33.47,33.39
2024-01-19 11:00:00,45.32,30.78,40.33
2024-01-19 12:00:00,49.79,34.13,40.63
2024-01-19 13:00:00,52.36,36.34,38.58
2024-01-19 14:00:00,62.65,34.03,33.7
2024-01-19 15:00:00,66.15,35.66,28.12
2024-01-19 16:00:00,69.95,32.82,19.3
2024-01-19 17:00:00,75.46,42.78,9.26
2024-01-19 18:00:00,77.97,38.42,-1.28
2024-01-19 19:00:00,79.82,40.77,0.0
2024-01-19 20:00:00,83.48,34.99,0.0
2024-01-19 21:00:00,77.2,33.56,0.0
2024-01-19 22:00:00,74.38,32.54,0.0
2024-01-19 23:00:00,75.0,35.95,0.0
2024-01-20 00:00:00,68.53,31.7,0.0
2024-01-20 01:00:00,66.22,32.32,0.0
2024-01-20 02:00:00,56.88,33.43,0.0
2024-01-20 03:00:00,54.03,28.14,0.0
2024-01-20 04:00:00,52.48,36.94,0.0
2024-01-20 05:00:00,45.98,32.54,0.0
2024-01-20 06:00:00,44.26,35.46,-0.03
2024-01-20 07:00:00,45.65,32.27,10.43
2024-01-20 08:00:00,42.62,23.46,19.66
2024-01-20 09:00:00,43.4,37.05,26.72
2024-01-20 10:00:00,45.29,27.34,34.83
2024-01-20 11:00:00,51.11,20.24,37.69
2024-01-20 12:00:00,48.21,19.97,39.74
2024-01-20 13:00:00,55.29,19.88,38.77
2024-01-20 14:00:00,64.81,16.53,33.25
2024-01-20 15:00:00,66.3,23.98,28.08
2024-01-20 16:00:00,68.14,17.67,18.97
2024-01-20 17:00:00,72.09,17.53,10.88
2024-01-20 18:00:00,79.6,24.2,0.59
2024-01-20 19:00:00,82.02,22.04,0.0
2024-01-20 20:00:00,82.31,14.7,0.0
2024-01-20 21:00:00,78.53,7.36,0.0
2024-01-20 22:00:00,78.2,12.44,0.0
2024-01-20 23:00:00,75.35,17.81,0.0
2024-01-21 00:00:00,65.94,9.54,0.0
2024-01-21 01:00:00,64.13,11.54,0.0
2024-01-21 02:00:00,60.5,7.95,0.0
2024-01-21 03:00:00,54.97,4.97,0.0
2024-01-21 04:00:00,43.53,16.77,0.0
2024-01-21 05:00:00,41.94,10.25,0.0
2024-01-21 06:00:00,38.43,11.01,-1.41
2024-01-21 07:00:00,39.45,15.29,11.34
2024-01-21 08:00:00,39.22,18.77,20.76
2024-01-21 09:00:00,41.92,18.5,27.88
2024-01-21 10:00:00,47.99,22.58,35.3
2024-01-21 11:00:00,48.64,8.67,39.49
2024-01-21 12:00:00,46.66,6.26,39.95
2024-01-21 13:00:00,53.04,11.84,39.5
2024-01-21 14:00:00,61.6,13.34,33.29
2024-01-21 15:00:00,68.25,17.97,28.49
2024-01-21 16:00:00,75.11,12.9,21.3
2024-01-21 17:00:00,78.1,18.03,9.74
2024-01-21 18:00:00,77.37,13.35,1.07
2024-01-21 19:00:00,80.67,22.55,0.0
2024-01-21 20:00:00,82.43,19.84,0.0
2024-01-21 21:00:00,82.33,18.34,0.0
2024-01-21 22:00:00,80.76,24.68,0.0
2024-01-21 23:00:00,69.94,25.99,0.0
2024-01-22 00:00:00,70.54,23.22,0.0
2024-01-22 01:00:00,62.97,24.84,0.0
2024-01-22 02:00:00,55.67,35.54,0.0
2024-01-22 03:00:00,51.44,24.8,0.0
2024-01-22 04:00:00,53.43,32.03,0.0
2024-01-22 05:00:00,48.02,37.65,0.0
2024-01-22 06:00:00,41.74,35.22,-1.05
2024-01-22 07:00:00,43.07,25.56,10.03
2024-01-22 08:00:00,43.72,25.85,20.58
2024-01-22 09:00:00,43.02,31.07,26.84
2024-01-22 10:00:00,39.31,30.03,34.0
2024-01-22 11:00:00,44.02,36.3,39.36
2024-01-22 12:00:00,51.89,33.53,41.09
2024-01-22 13:00:00,55.06,44.41,39.18
2024-01-22 14:00:00,62.7,41.37,36.02
2024-01-22 15:00:00,68.35,41.0,26.5
2024-01-22 16:00:00,70.64,34.18,20.05
2024-01-22 17:00:00,72.87,41.15,10.77
2024-01-22 18:00:00,72.83,34.2,0.22
2024-01-22 19:00:00,76.47,38.92,0.0
2024-01-22 20:00:00,79.01,33.52,0.0
2024-01-22 21:00:00,77.01,38.0,0.0
2024-01-22 22:00:00,77.29,30.82,0.0
2024-01-22 23:00:00,71.62,34.96,0.0
2024-01-23 00:00:00,71.22,30.14,0.0
2024-01-23 01:00:00,66.64,30.71,0.0
2024-01-23 02:00:00,68.18,29.49,0.0
2024-01-23 03:00:00,52.45,34.46,0.0
2024-01-23 04:00:00,47.29,36.85,0.0
2024-01-23 05:00:00,51.26,29.94,0.0
2024-01-23 06:00:00,43.2,31.0,-0.52
2024-01-23 07:00:00,44.98,25.55,11.25
2024-01-23 08:00:00,44.64,31.54,21.16
2024-01-23 09:00:00,38.7,24.13,28.35
2024-01-23 10:00:00,44.08,15.91,34.32
2024-01-23 11:00:00,48.64,31.44,38.83
2024-01-23 12:00:00,49.59,30.58,40.19
2024-01-23 13:00:00,55.99,40.03,38.93
2024-01-23 14:00:00,59.49,31.59,34.81
2024-01-23 15:00:00,62.76,14.73,27.24
2024-01-23 16:00:00,71.6,24.6,20.63
2024-01-23 17:00:00,70.08,25.91,11.36
2024-01-23 18:00:00,77.03,22.38,0.03
2024-01-23 19:00:00,80.42,21.33,0.0
2024-01-23 20:00:00,76.74,16.41,0.0
2024-01-23 21:00:00,75.68,19.67,0.0
2024-01-23 22:00:00,78.91,15.31,0.0
2024-01-23 23:00:00,75.03,7.39,0.0
2024-01-24 00:00:00,72.57,12.27,0.0
2024-01-24 01:00:00,65.56,19.7,0.0
2024-01-24 02:00:00,57.73,19.71,0.0
2024-01-24 03:00:00,55.2,13.55,0.0
2024-01-24 04:00:00,51.67,6.95,0.0
2024-01-24 05:00:00,47.64,13.35,0.0
